Node Name	Data Size	Total-time	CPU-time	max-rss	I/O In (read MB)	I/O out (write MB)	mem_mb	disk_mb
246	18432.0	1452.4283	1431.61	42754.71	0.18	9789.44	3604.0	3604.0
223	18432.0	1665.2926	1637.18	43301.69	3.15	7661.69	3651.0	3651.0
222	18432.0	753.3149	729.37	41474.31	3.77	3884.95	3496.0	3496.0
240	18432.0	1103.483	1094.02	43209.26	0.0	7645.13	3643.0	3643.0
248	18432.0	1448.7017	1332.12	43272.75	8.14	7656.33	3648.0	3648.0
224	18432.0	980.8718	963.67	41479.32	0.0	9497.24	3497.0	3497.0
213	18432.0	1538.8029	1469.17	42337.21	0.0	7490.78	3569.0	3569.0
246	18432.0	1642.3161	1619.78	43234.61	0.0	9899.61	3645.0	3645.0
226	18432.0	1729.2728	1660.55	43512.78	0.97	9361.88	3669.0	3669.0
246	17408.0	1387.6247	1358.23	40610.99	0.94	7185.03	3424.0	3424.0
242	18432.0	1488.6408	1456.37	41651.61	3.85	3901.5	3511.0	3511.0
224	18432.0	1410.3293	1371.92	42031.12	3.64	5333.94	3543.0	3543.0
223	18432.0	1615.3541	0.01	42611.47	0.62	9756.94	3592.0	3592.0
242	17408.0	2336.3554	2261.85	48796.36	31.82	8639.38	3453.0	3453.0
225	18432.0	1654.3663	0.0	41958.02	1.3	9607.13	3537.0	3537.0
224	18432.0	1502.5919	1453.46	42786.59	9.27	4007.9	3607.0	3607.0
246	17408.0	738.3464	723.04	39951.89	0.2	9048.55	3368.0	3368.0
217	18432.0	1587.7735	1550.89	42625.68	0.05	9586.78	3594.0	3594.0
226	706.0	267.2925	251.65	16750.24	0.0	1566.82	1410.0	1410.0
219	12288.0	1436.5803	1404.48	28685.41	0.06	2685.95	2417.0	2417.0
240	27648.0	2459.7438	2401.0	69043.62	0.01	15173.28	5447.0	5447.0
244	706.0	571.6381	547.75	16748.8	3.84	1566.82	1410.0	1410.0
247	30720.0	1343.9725	1301.19	70685.45	3.96	12510.8	5961.0	5961.0
220	21504.0	2707.0834	2586.46	56328.01	0.36	8506.52	4174.0	4174.0
217	21504.0	1229.2113	1183.3	50176.54	4.71	6984.69	4231.0	4231.0
216	21504.0	1896.2082	1869.76	49151.59	0.0	8697.44	4144.0	4144.0
242	20480.0	1760.4681	1737.02	48553.8	3.41	8591.76	4094.0	4094.0
221	21504.0	1353.6678	1266.9	48954.21	60.75	11211.23	4128.0	4128.0
219	21504.0	911.3017	876.47	49896.79	0.0	9130.29	4207.0	4207.0
240	21504.0	1732.9247	1686.19	48583.86	2.61	8596.89	4096.0	4096.0
242	21504.0	1698.892	1633.65	49703.02	5.96	8795.1	4191.0	4191.0
217	13312.0	1418.0807	1320.42	30272.49	2195.22	5360.64	2554.0	2554.0
224	594.0	1942.6666	1890.08	21255.23	0.0	4862.7	1188.0	1188.0
247	597.0	2069.492	1945.91	21993.8	0.0	3888.33	1194.0	1194.0
246	629.0	2033.584	2002.85	21314.45	0.0	4876.24	1256.0	1256.0
240	620.0	1979.7967	1940.51	21926.51	0.0	3876.43	1240.0	1240.0
242	902.0	561.2823	549.85	19530.16	0.0	4358.79	1803.0	1803.0
221	880.0	976.9271	948.04	20535.0	0.84	3691.85	1759.0	1759.0
240	911.0	499.2286	489.03	20113.3	3778.0	3823.62	1822.0	1822.0
224	915.0	764.6612	606.77	20827.28	4.54	4398.5	1829.0	1829.0
241	884.0	856.6536	816.69	20975.28	0.0	2829.56	1767.0	1767.0
222	865.0	362.0971	334.85	20536.48	0.0	1921.91	1730.0	1730.0
224	908.0	949.0766	891.84	19737.12	2.04	2015.91	1814.0	1814.0
248	915.0	1043.9271	1018.16	20931.68	0.07	3837.39	1828.0	1828.0
248	880.0	753.3726	625.34	20876.13	1.35	1954.25	1759.0	1759.0
241	898.0	516.1761	490.35	21299.55	1.18	1993.38	1794.0	1794.0
224	871.0	897.7261	884.41	18740.08	0.0	3652.66	1740.0	1740.0
228	893.0	855.0632	822.01	21201.64	17.55	3747.82	1786.0	1786.0
222	912.0	745.3199	699.86	19646.76	7.9	2025.63	1823.0	1823.0
225	874.0	592.3911	483.62	20746.86	15.18	3667.39	1747.0	1747.0
222	928.0	1815.259	1764.17	22024.07	0.0	3893.7	1855.0	1855.0
216	881.0	774.1495	0.0	20911.43	10.85	4784.95	1762.0	1762.0
223	851.0	976.3267	950.06	20202.77	44.38	1890.7	1702.0	1702.0
246	839.0	1748.3217	1686.22	19903.4	0.0	3520.82	1678.0	1678.0
213	937.0	763.2305	737.34	20357.08	0.61	2080.44	1872.0	1872.0
216	849.0	354.2389	331.38	20146.69	0.0	1885.38	1697.0	1697.0
226	870.0	924.8196	917.32	20646.69	134.94	3650.69	1739.0	1739.0
225	843.0	1660.6722	1618.1	20004.43	0.0	3536.08	1685.0	1685.0
220	836.0	954.2689	913.47	19821.0	1.32	1856.59	1671.0	1671.0
221	895.0	1174.3919	1130.92	21230.52	0.0	3753.17	1788.0	1788.0
213	934.0	794.4818	759.93	22158.71	0.42	3917.33	1867.0	1867.0
224	931.0	724.0859	704.29	22103.32	0.0	2068.74	1862.0	1862.0
224	904.0	886.7797	857.77	19662.45	0.0	2007.41	1807.0	1807.0
244	867.0	870.6105	755.03	19377.8	1216.04	3637.91	1733.0	1733.0
242	891.0	757.6183	734.73	21152.8	0.12	1979.74	1782.0	1782.0
242	845.0	769.1697	762.21	20056.12	0.0	4587.94	1689.0	1689.0
224	868.0	818.5983	798.59	20590.14	0.0	3639.82	1734.0	1734.0
246	895.0	778.7858	762.6	21230.91	0.0	1986.96	1788.0	1788.0
248	883.0	885.7269	856.99	20956.7	363.65	2996.83	1766.0	1766.0
219	877.0	891.7105	0.0	20822.77	1.28	4763.21	1754.0	1754.0
226	879.0	958.7103	942.78	20865.99	0.0	3688.69	1758.0	1758.0
246	874.0	351.7214	340.51	20723.52	0.0	1940.71	1747.0	1747.0
244	899.0	1559.1025	1506.34	21330.94	0.0	3770.98	1797.0	1797.0
226	904.0	1016.321	982.38	21462.91	0.0	2008.81	1808.0	1808.0
213	878.0	825.5276	797.06	19036.2	653.28	1950.85	1756.0	1756.0
220	897.0	775.3111	679.21	21248.7	18.98	3790.37	1793.0	1793.0
240	898.0	897.7793	888.47	19334.48	0.05	3769.0	1796.0	1796.0
221	905.0	838.317	823.33	21481.46	4.71	3797.61	1809.0	1809.0
248	852.0	876.5239	747.11	20208.95	232.36	1891.7	1703.0	1703.0
222	881.0	803.3311	768.11	19143.75	12.76	1956.62	1761.0	1761.0
217	889.0	682.6457	673.75	21052.86	42.54	4815.67	1776.0	1776.0
246	888.0	871.5307	856.68	21068.62	731.29	3725.43	1775.0	1775.0
248	917.0	382.6885	360.0	21750.58	0.0	2035.59	1832.0	1832.0
220	861.0	740.9571	706.05	18697.93	0.0	1911.59	1720.0	1720.0
219	921.0	720.453	697.96	21844.05	0.03	2044.46	1840.0	1840.0
240	879.0	927.8686	866.02	20851.92	0.02	3685.84	1756.0	1756.0
216	889.0	876.0544	858.36	21101.41	1752.76	1974.85	1777.0	1777.0
224	854.0	848.4428	798.47	20262.03	64.75	1896.09	1706.0	1706.0
247	867.0	532.1865	519.13	20569.4	0.34	3342.65	1733.0	1733.0
